
=== PEPE ===
2025-02-01 → 👍 747  👎 570  📊 1317  👍比: 56.72%  👎比: 43.28%  多數: up | 真實: up ✅
2014-02-10 → 👍 327  👎 255  📊 582  👍比: 56.19%  👎比: 43.81%  多數: up | 真實: up ✅
2014-02-11 → 👍 59  👎 44  📊 103  👍比: 57.28%  👎比: 42.72%  多數: up | 真實: up ✅
2014-02-12 → 👍 43  👎 41  📊 84  👍比: 51.19%  👎比: 48.81%  多數: up | 真實: down ❌
2014-02-13 → 👍 25  👎 18  📊 43  👍比: 58.14%  👎比: 41.86%  多數: up | 真實: up ✅
2014-02-14 → 👍 56  👎 41  📊 97  👍比: 57.73%  👎比: 42.27%  多數: up | 真實: up ✅
2014-02-15 → 👍 271  👎 232  📊 503  👍比: 53.88%  👎比: 46.12%  多數: up | 真實: down ❌
2014-02-17 → 👍 529  👎 418  📊 947  👍比: 55.86%  👎比: 44.14%  多數: up | 真實: up ✅
2014-02-18 → 👍 176  👎 460  📊 636  👍比: 27.67%  👎比: 72.33%  多數: down | 真實: up ❌
2014-02-19 → 👍 361  👎 292  📊 653  👍比: 55.28%  👎比: 44.72%  多數: up | 真實: down ❌
2014-02-20 → 👍 280  👎 227  📊 507  👍比: 55.23%  👎比: 44.77%  多數: up | 真實: up ✅
2014-02-21 → 👍 397  👎 303  📊 700  👍比: 56.71%  👎比: 43.29%  多數: up | 真實: up ✅
2014-02-22 → 👍 293  👎 252  📊 545  👍比: 53.76%  👎比: 46.24%  多數: up | 真實: up ✅
2014-02-23 → 👍 271  👎 232  📊 503  👍比: 53.88%  👎比: 46.12%  多數: up | 真實: up ✅
2014-02-24 → 👍 426  👎 276  📊 702  👍比: 60.68%  👎比: 39.32%  多數: up | 真實: up ✅
2014-02-25 → 👍 433  👎 333  📊 766  👍比: 56.53%  👎比: 43.47%  多數: up | 真實: up ✅
2014-02-26 → 👍 542  👎 413  📊 955  👍比: 56.75%  👎比: 43.25%  多數: up | 真實: down ❌
2014-02-27 → 👍 386  👎 349  📊 735  👍比: 52.52%  👎比: 47.48%  多數: up | 真實: down ❌
2014-02-28 → 👍 326  👎 268  📊 594  👍比: 54.88%  👎比: 45.12%  多數: up | 真實: down ❌
2014-03-01 → 👍 670  👎 329  📊 999  👍比: 67.07%  👎比: 32.93%  多數: up | 真實: down ❌
2014-03-02 → 👍 253  👎 234  📊 487  👍比: 51.95%  👎比: 48.05%  多數: up | 真實: up ✅
2014-03-03 → 👍 290  👎 253  📊 543  👍比: 53.41%  👎比: 46.59%  多數: up | 真實: up ✅
2014-03-04 → 👍 212  👎 353  📊 565  👍比: 37.52%  👎比: 62.48%  多數: down | 真實: down ✅
2014-03-05 → 👍 299  👎 209  📊 508  👍比: 58.86%  👎比: 41.14%  多數: up | 真實: up ✅
2014-03-06 → 👍 225  👎 198  📊 423  👍比: 53.19%  👎比: 46.81%  多數: up | 真實: up ✅
2014-03-07 → 👍 275  👎 211  📊 486  👍比: 56.58%  👎比: 43.42%  多數: up | 真實: down ❌
2014-03-08 → 👍 196  👎 167  📊 363  👍比: 53.99%  👎比: 46.01%  多數: up | 真實: down ❌
2014-03-09 → 👍 203  👎 166  📊 369  👍比: 55.01%  👎比: 44.99%  多數: up | 真實: up ✅
2014-03-10 → 👍 344  👎 244  📊 588  👍比: 58.50%  👎比: 41.50%  多數: up | 真實: up ✅
2014-03-11 → 👍 212  👎 305  📊 517  👍比: 41.01%  👎比: 58.99%  多數: down | 真實: down ✅
2014-03-12 → 👍 312  👎 237  📊 549  👍比: 56.83%  👎比: 43.17%  多數: up | 真實: up ✅
2014-03-13 → 👍 326  👎 278  📊 604  👍比: 53.97%  👎比: 46.03%  多數: up | 真實: down ❌
2014-03-14 → 👍 307  👎 297  📊 604  👍比: 50.83%  👎比: 49.17%  多數: up | 真實: down ❌
2014-03-15 → 👍 281  👎 241  📊 522  👍比: 53.83%  👎比: 46.17%  多數: up | 真實: up ✅
2014-03-16 → 👍 441  👎 364  📊 805  👍比: 54.78%  👎比: 45.22%  多數: up | 真實: down ❌
2014-03-17 → 👍 464  👎 426  📊 890  👍比: 52.13%  👎比: 47.87%  多數: up | 真實: down ❌
2014-03-18 → 👍 510  👎 404  📊 914  👍比: 55.80%  👎比: 44.20%  多數: up | 真實: up ✅
2014-03-19 → 👍 536  👎 435  📊 971  👍比: 55.20%  👎比: 44.80%  多數: up | 真實: up ✅
2014-03-20 → 👍 494  👎 433  📊 927  👍比: 53.29%  👎比: 46.71%  多數: up | 真實: up ✅
2014-03-21 → 👍 182  👎 506  📊 688  👍比: 26.45%  👎比: 73.55%  多數: down | 真實: down ✅
2014-03-22 → 👍 375  👎 335  📊 710  👍比: 52.82%  👎比: 47.18%  多數: up | 真實: down ❌
2014-03-23 → 👍 182  👎 140  📊 322  👍比: 56.52%  👎比: 43.48%  多數: up | 真實: up ✅
2014-03-24 → 👍 161  👎 533  📊 694  👍比: 23.20%  👎比: 76.80%  多數: down | 真實: down ✅
2014-03-25 → 👍 686  👎 535  📊 1221  👍比: 56.18%  👎比: 43.82%  多數: up | 真實: down ❌
2014-03-26 → 👍 1009  👎 813  📊 1822  👍比: 55.38%  👎比: 44.62%  多數: up | 真實: up ✅
2014-03-27 → 👍 935  👎 771  📊 1706  👍比: 54.81%  👎比: 45.19%  多數: up | 真實: down ❌
2014-03-28 → 👍 549  👎 441  📊 990  👍比: 55.45%  👎比: 44.55%  多數: up | 真實: down ❌
2014-03-29 → 👍 232  👎 519  📊 751  👍比: 30.89%  👎比: 69.11%  多數: down | 真實: down ✅
2014-03-30 → 👍 407  👎 304  📊 711  👍比: 57.24%  👎比: 42.76%  多數: up | 真實: down ❌
2014-03-31 → 👍 532  👎 421  📊 953  👍比: 55.82%  👎比: 44.18%  多數: up | 真實: up ✅
2014-04-01 → 👍 528  👎 418  📊 946  👍比: 55.81%  👎比: 44.19%  多數: up | 真實: down ❌
2014-04-02 → 👍 418  👎 316  📊 734  👍比: 56.95%  👎比: 43.05%  多數: up | 真實: up ✅
2014-04-03 → 👍 604  👎 433  📊 1037  👍比: 58.24%  👎比: 41.76%  多數: up | 真實: down ❌
2014-04-04 → 👍 484  👎 402  📊 886  👍比: 54.63%  👎比: 45.37%  多數: up | 真實: down ❌
2014-04-05 → 👍 383  👎 352  📊 735  👍比: 52.11%  👎比: 47.89%  多數: up | 真實: up ✅
2014-04-06 → 👍 363  👎 310  📊 673  👍比: 53.94%  👎比: 46.06%  多數: up | 真實: up ✅
2014-04-07 → 👍 283  👎 632  📊 915  👍比: 30.93%  👎比: 69.07%  多數: down | 真實: down ✅
2014-04-08 → 👍 287  👎 732  📊 1019  👍比: 28.16%  👎比: 71.84%  多數: down | 真實: down ✅
2014-04-09 → 👍 598  👎 478  📊 1076  👍比: 55.58%  👎比: 44.42%  多數: up | 真實: down ❌
2014-04-10 → 👍 479  👎 358  📊 837  👍比: 57.23%  👎比: 42.77%  多數: up | 真實: down ❌
2014-04-11 → 👍 204  👎 385  📊 589  👍比: 34.63%  👎比: 65.37%  多數: down | 真實: down ✅
2014-04-12 → 👍 230  👎 177  📊 407  👍比: 56.51%  👎比: 43.49%  多數: up | 真實: down ❌
2014-04-13 → 👍 217  👎 184  📊 401  👍比: 54.11%  👎比: 45.89%  多數: up | 真實: down ❌
2014-04-14 → 👍 275  👎 244  📊 519  👍比: 52.99%  👎比: 47.01%  多數: up | 真實: up ✅
2014-04-15 → 👍 289  👎 227  📊 516  👍比: 56.01%  👎比: 43.99%  多數: up | 真實: down ❌
2014-04-16 → 👍 351  👎 291  📊 642  👍比: 54.67%  👎比: 45.33%  多數: up | 真實: up ✅
2014-04-17 → 👍 161  👎 319  📊 480  👍比: 33.54%  👎比: 66.46%  多數: down | 真實: down ✅
2014-04-18 → 👍 264  👎 229  📊 493  👍比: 53.55%  👎比: 46.45%  多數: up | 真實: down ❌
2014-04-19 → 👍 168  👎 117  📊 285  👍比: 58.95%  👎比: 41.05%  多數: up | 真實: up ✅
2014-04-21 → 👍 147  👎 121  📊 268  👍比: 54.85%  👎比: 45.15%  多數: up | 真實: up ✅
2014-04-22 → 👍 92  👎 72  📊 164  👍比: 56.10%  👎比: 43.90%  多數: up | 真實: up ✅
2014-04-23 → 👍 142  👎 93  📊 235  👍比: 60.43%  👎比: 39.57%  多數: up | 真實: up ✅
2014-04-25 → 👍 47  👎 44  📊 91  👍比: 51.65%  👎比: 48.35%  多數: up | 真實: down ❌
2014-04-26 → 👍 70  👎 74  📊 144  👍比: 48.61%  👎比: 51.39%  多數: down | 真實: down ✅
2014-04-27 → 👍 4  👎 28  📊 32  👍比: 12.50%  👎比: 87.50%  多數: down | 真實: up ❌
2014-04-28 → 👍 243  👎 163  📊 406  👍比: 59.85%  👎比: 40.15%  多數: up | 真實: up ✅
2014-04-29 → 👍 40  👎 39  📊 79  👍比: 50.63%  👎比: 49.37%  多數: up | 真實: up ✅
2014-04-30 → 👍 42  👎 25  📊 67  👍比: 62.69%  👎比: 37.31%  多數: up | 真實: up ✅
2014-05-01 → 👍 298  👎 237  📊 535  👍比: 55.70%  👎比: 44.30%  多數: up | 真實: up ✅
2014-05-02 → 👍 312  👎 236  📊 548  👍比: 56.93%  👎比: 43.07%  多數: up | 真實: up ✅
2014-05-03 → 👍 10  👎 11  📊 21  👍比: 47.62%  👎比: 52.38%  多數: down | 真實: up ❌
2014-05-04 → 👍 316  👎 246  📊 562  👍比: 56.23%  👎比: 43.77%  多數: up | 真實: up ✅
2014-05-05 → 👍 114  👎 82  📊 196  👍比: 58.16%  👎比: 41.84%  多數: up | 真實: up ✅
2014-05-06 → 👍 53  👎 62  📊 115  👍比: 46.09%  👎比: 53.91%  多數: down | 真實: up ❌
2014-05-07 → 👍 7  👎 3  📊 10  👍比: 70.00%  👎比: 30.00%  多數: up | 真實: up ✅
2014-05-08 → 👍 12  👎 12  📊 24  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: up ✅
2014-05-09 → 👍 91  👎 63  📊 154  👍比: 59.09%  👎比: 40.91%  多數: up | 真實: down ❌
2014-05-10 → 👍 126  👎 237  📊 363  👍比: 34.71%  👎比: 65.29%  多數: down | 真實: down ✅
2014-05-11 → 👍 104  👎 233  📊 337  👍比: 30.86%  👎比: 69.14%  多數: down | 真實: down ✅
2014-05-12 → 👍 385  👎 331  📊 716  👍比: 53.77%  👎比: 46.23%  多數: up | 真實: down ❌
2014-05-13 → 👍 320  👎 864  📊 1184  👍比: 27.03%  👎比: 72.97%  多數: down | 真實: up ❌
2014-05-14 → 👍 394  👎 296  📊 690  👍比: 57.10%  👎比: 42.90%  多數: up | 真實: up ✅
2014-05-15 → 👍 154  👎 106  📊 260  👍比: 59.23%  👎比: 40.77%  多數: up | 真實: up ✅
2014-05-16 → 👍 12  👎 22  📊 34  👍比: 35.29%  👎比: 64.71%  多數: down | 真實: up ❌
2014-05-17 → 👍 416  👎 967  📊 1383  👍比: 30.08%  👎比: 69.92%  多數: down | 真實: down ✅
2014-05-18 → 👍 218  👎 583  📊 801  👍比: 27.22%  👎比: 72.78%  多數: down | 真實: up ❌
2014-05-19 → 👍 134  👎 358  📊 492  👍比: 27.24%  👎比: 72.76%  多數: down | 真實: up ❌
2014-05-20 → 👍 270  👎 190  📊 460  👍比: 58.70%  👎比: 41.30%  多數: up | 真實: up ✅
2014-05-21 → 👍 264  👎 225  📊 489  👍比: 53.99%  👎比: 46.01%  多數: up | 真實: down ❌
2014-05-22 → 👍 268  👎 226  📊 494  👍比: 54.25%  👎比: 45.75%  多數: up | 真實: up ✅
2014-05-23 → 👍 225  👎 175  📊 400  👍比: 56.25%  👎比: 43.75%  多數: up | 真實: down ❌
2014-05-24 → 👍 68  👎 213  📊 281  👍比: 24.20%  👎比: 75.80%  多數: down | 真實: down ✅
2014-05-25 → 👍 211  👎 182  📊 393  👍比: 53.69%  👎比: 46.31%  多數: up | 真實: up ✅
2014-05-26 → 👍 193  👎 145  📊 338  👍比: 57.10%  👎比: 42.90%  多數: up | 真實: down ❌
2014-05-27 → 👍 90  👎 258  📊 348  👍比: 25.86%  👎比: 74.14%  多數: down | 真實: up ❌
2014-05-28 → 👍 76  👎 246  📊 322  👍比: 23.60%  👎比: 76.40%  多數: down | 真實: up ❌
2014-05-29 → 👍 156  👎 133  📊 289  👍比: 53.98%  👎比: 46.02%  多數: up | 真實: up ✅
2014-05-30 → 👍 200  👎 169  📊 369  👍比: 54.20%  👎比: 45.80%  多數: up | 真實: up ✅
2014-05-31 → 👍 158  👎 147  📊 305  👍比: 51.80%  👎比: 48.20%  多數: up | 真實: down ❌
2014-07-01 → 👍 309  👎 250  📊 559  👍比: 55.28%  👎比: 44.72%  多數: up | 真實: up ✅
2014-07-02 → 👍 44  👎 29  📊 73  👍比: 60.27%  👎比: 39.73%  多數: up | 真實: up ✅
2014-07-03 → 👍 273  👎 207  📊 480  👍比: 56.88%  👎比: 43.12%  多數: up | 真實: up ✅
2014-07-04 → 👍 268  👎 168  📊 436  👍比: 61.47%  👎比: 38.53%  多數: up | 真實: up ✅
2014-07-05 → 👍 201  👎 174  📊 375  👍比: 53.60%  👎比: 46.40%  多數: up | 真實: down ❌
2014-07-06 → 👍 82  👎 226  📊 308  👍比: 26.62%  👎比: 73.38%  多數: down | 真實: down ✅
2014-07-07 → 👍 266  👎 199  📊 465  👍比: 57.20%  👎比: 42.80%  多數: up | 真實: up ✅
2014-07-08 → 👍 233  👎 181  📊 414  👍比: 56.28%  👎比: 43.72%  多數: up | 真實: down ❌
2014-07-09 → 👍 215  👎 183  📊 398  👍比: 54.02%  👎比: 45.98%  多數: up | 真實: down ❌
2014-07-10 → 👍 174  👎 159  📊 333  👍比: 52.25%  👎比: 47.75%  多數: up | 真實: down ❌
2014-07-11 → 👍 185  👎 146  📊 331  👍比: 55.89%  👎比: 44.11%  多數: up | 真實: down ❌
2014-07-12 → 👍 185  👎 134  📊 319  👍比: 57.99%  👎比: 42.01%  多數: up | 真實: down ❌
2014-07-13 → 👍 134  👎 102  📊 236  👍比: 56.78%  👎比: 43.22%  多數: up | 真實: up ✅
2014-07-14 → 👍 264  👎 167  📊 431  👍比: 61.25%  👎比: 38.75%  多數: up | 真實: up ✅
2014-07-15 → 👍 267  👎 233  📊 500  👍比: 53.40%  👎比: 46.60%  多數: up | 真實: up ✅
2014-07-16 → 👍 193  👎 175  📊 368  👍比: 52.45%  👎比: 47.55%  多數: up | 真實: down ❌
2014-07-17 → 👍 209  👎 179  📊 388  👍比: 53.87%  👎比: 46.13%  多數: up | 真實: down ❌
2014-07-18 → 👍 203  👎 145  📊 348  👍比: 58.33%  👎比: 41.67%  多數: up | 真實: down ❌
2014-07-19 → 👍 165  👎 135  📊 300  👍比: 55.00%  👎比: 45.00%  多數: up | 真實: up ✅
2014-07-20 → 👍 160  👎 133  📊 293  👍比: 54.61%  👎比: 45.39%  多數: up | 真實: down ❌
2014-07-21 → 👍 156  👎 132  📊 288  👍比: 54.17%  👎比: 45.83%  多數: up | 真實: down ❌
2014-07-22 → 👍 83  👎 225  📊 308  👍比: 26.95%  👎比: 73.05%  多數: down | 真實: up ❌
2014-07-23 → 👍 183  👎 149  📊 332  👍比: 55.12%  👎比: 44.88%  多數: up | 真實: down ❌
2014-07-24 → 👍 203  👎 148  📊 351  👍比: 57.83%  👎比: 42.17%  多數: up | 真實: up ✅
2014-07-25 → 👍 279  👎 224  📊 503  👍比: 55.47%  👎比: 44.53%  多數: up | 真實: up ✅
2014-07-26 → 👍 71  👎 236  📊 307  👍比: 23.13%  👎比: 76.87%  多數: down | 真實: up ❌
2014-07-27 → 👍 102  👎 77  📊 179  👍比: 56.98%  👎比: 43.02%  多數: up | 真實: down ❌
2014-07-28 → 👍 150  👎 128  📊 278  👍比: 53.96%  👎比: 46.04%  多數: up | 真實: up ✅
2014-07-29 → 👍 168  👎 118  📊 286  👍比: 58.74%  👎比: 41.26%  多數: up | 真實: down ❌
2014-07-30 → 👍 172  👎 139  📊 311  👍比: 55.31%  👎比: 44.69%  多數: up | 真實: down ❌
2014-07-31 → 👍 126  👎 128  📊 254  👍比: 49.61%  👎比: 50.39%  多數: down | 真實: up ❌
2014-08-01 → 👍 137  👎 105  📊 242  👍比: 56.61%  👎比: 43.39%  多數: up | 真實: down ❌
2014-08-02 → 👍 44  👎 170  📊 214  👍比: 20.56%  👎比: 79.44%  多數: down | 真實: down ✅
2014-08-03 → 👍 172  👎 141  📊 313  👍比: 54.95%  👎比: 45.05%  多數: up | 真實: up ✅
2014-08-04 → 👍 245  👎 212  📊 457  👍比: 53.61%  👎比: 46.39%  多數: up | 真實: down ❌
2014-08-05 → 👍 92  👎 281  📊 373  👍比: 24.66%  👎比: 75.34%  多數: down | 真實: down ✅
2014-08-06 → 👍 90  👎 212  📊 302  👍比: 29.80%  👎比: 70.20%  多數: down | 真實: down ✅
2014-08-07 → 👍 170  👎 154  📊 324  👍比: 52.47%  👎比: 47.53%  多數: up | 真實: down ❌
2014-08-08 → 👍 151  👎 143  📊 294  👍比: 51.36%  👎比: 48.64%  多數: up | 真實: down ❌
2014-08-09 → 👍 124  👎 100  📊 224  👍比: 55.36%  👎比: 44.64%  多數: up | 真實: up ✅
2014-08-10 → 👍 133  👎 126  📊 259  👍比: 51.35%  👎比: 48.65%  多數: up | 真實: up ✅
2014-08-11 → 👍 204  👎 174  📊 378  👍比: 53.97%  👎比: 46.03%  多數: up | 真實: down ❌
2014-08-12 → 👍 161  👎 125  📊 286  👍比: 56.29%  👎比: 43.71%  多數: up | 真實: up ✅
2014-08-13 → 👍 166  👎 144  📊 310  👍比: 53.55%  👎比: 46.45%  多數: up | 真實: down ❌
2014-08-14 → 👍 210  👎 164  📊 374  👍比: 56.15%  👎比: 43.85%  多數: up | 真實: up ✅
2014-08-15 → 👍 142  👎 112  📊 254  👍比: 55.91%  👎比: 44.09%  多數: up | 真實: up ✅
2014-08-16 → 👍 121  👎 113  📊 234  👍比: 51.71%  👎比: 48.29%  多數: up | 真實: up ✅
2014-08-17 → 👍 118  👎 90  📊 208  👍比: 56.73%  👎比: 43.27%  多數: up | 真實: up ✅
2014-08-18 → 👍 166  👎 114  📊 280  👍比: 59.29%  👎比: 40.71%  多數: up | 真實: down ❌
2014-08-19 → 👍 236  👎 165  📊 401  👍比: 58.85%  👎比: 41.15%  多數: up | 真實: down ❌
2014-08-20 → 👍 180  👎 143  📊 323  👍比: 55.73%  👎比: 44.27%  多數: up | 真實: down ❌
2014-08-21 → 👍 82  👎 257  📊 339  👍比: 24.19%  👎比: 75.81%  多數: down | 真實: down ✅
2014-08-22 → 👍 253  👎 195  📊 448  👍比: 56.47%  👎比: 43.53%  多數: up | 真實: down ❌
2014-08-23 → 👍 164  👎 119  📊 283  👍比: 57.95%  👎比: 42.05%  多數: up | 真實: up ✅
2014-08-24 → 👍 139  👎 120  📊 259  👍比: 53.67%  👎比: 46.33%  多數: up | 真實: up ✅
2014-08-25 → 👍 193  👎 138  📊 331  👍比: 58.31%  👎比: 41.69%  多數: up | 真實: down ❌
2014-08-26 → 👍 208  👎 160  📊 368  👍比: 56.52%  👎比: 43.48%  多數: up | 真實: up ✅
2014-08-27 → 👍 152  👎 149  📊 301  👍比: 50.50%  👎比: 49.50%  多數: up | 真實: down ❌
2014-08-28 → 👍 147  👎 119  📊 266  👍比: 55.26%  👎比: 44.74%  多數: up | 真實: down ❌
2014-08-29 → 👍 142  👎 127  📊 269  👍比: 52.79%  👎比: 47.21%  多數: up | 真實: up ✅
2014-08-30 → 👍 107  👎 103  📊 210  👍比: 50.95%  👎比: 49.05%  多數: up | 真實: up ✅
2014-08-31 → 👍 158  👎 153  📊 311  👍比: 50.80%  👎比: 49.20%  多數: up | 真實: down ❌
2014-09-01 → 👍 219  👎 195  📊 414  👍比: 52.90%  👎比: 47.10%  多數: up | 真實: up ✅
2014-09-02 → 👍 64  👎 214  📊 278  👍比: 23.02%  👎比: 76.98%  多數: down | 真實: up ❌
2014-09-03 → 👍 145  👎 224  📊 369  👍比: 39.30%  👎比: 60.70%  多數: down | 真實: up ❌
2014-09-04 → 👍 441  👎 366  📊 807  👍比: 54.65%  👎比: 45.35%  多數: up | 真實: up ✅
2014-09-05 → 👍 241  👎 215  📊 456  👍比: 52.85%  👎比: 47.15%  多數: up | 真實: down ❌
2014-09-06 → 👍 233  👎 183  📊 416  👍比: 56.01%  👎比: 43.99%  多數: up | 真實: up ✅
2014-09-07 → 👍 184  👎 150  📊 334  👍比: 55.09%  👎比: 44.91%  多數: up | 真實: down ❌
2014-09-08 → 👍 92  👎 231  📊 323  👍比: 28.48%  👎比: 71.52%  多數: down | 真實: up ❌
2014-09-09 → 👍 161  👎 141  📊 302  👍比: 53.31%  👎比: 46.69%  多數: up | 真實: down ❌
2014-09-10 → 👍 198  👎 159  📊 357  👍比: 55.46%  👎比: 44.54%  多數: up | 真實: down ❌
